asiakas,tuote,kpl,hinta,pvm
1000022,13486,1,64.30,2021-11-15
1000023,13098,4,15.38,2021-08-24
1000012,12350,8,13.38,2020-03-24
1007742,110986,1,348.51,2021-03-11
1007744,13334,4,162.82,2021-04-28
1003380,211083,2,15.35,2021-06-14
1000011,53085,2,22.79,2021-11-12
1007744,6108,14,52.31,2021-09-26
1007744,4552,1,31.44,2020-11-26
1005342,4786,-1,31.98,2020-06-21
1000019,40468,2,11.53,2020-04-20
1000028,211130,3,16.40,2020-09-03
1005086,12901,2,9.54,2021-08-31
1000015,14732,4,97.63,2020-02-09
1000028,18417,1,76.64,2021-04-24
1000028,15068,2,114.48,2020-09-24
1000028,19899,120,1.02,2022-01-05
1000025,13384,1,88.08,2020-10-19
1000028,9359,6,72.80,2020-04-19
1004204,19380,1,1081.11,2020-10-24
1007741,4672,1,28.26,2020-10-31
1000019,147543,1,53.67,2021-10-14
1000022,112862,1,27.36,2020-03-08
1007754,13192,6,10.00,2021-01-13
1001568,13132,1,17.66,2021-08-09
1005342,21308,20,12.28,2020-09-16
1000028,19902,40,1.65,2020-05-28
1000023,211126,14,11.20,2020-05-16
1008483,19594,4,45.44,2021-04-16
1000017,16723,2,31.80,2020-05-23
1000019,14578,3,126.40,2021-03-20
1007754,15034,2,90.63,2020-03-16
1005009,15924,20,9.01,2021-03-15
1007742,5812,6,7.87,2020-07-21
1000014,5138,2,48.20,2020-05-11
1000011,12717,2,11.77,2020-01-31
1003380,16863,21,14.26,2021-04-07
1000015,16837,4,207.24,2021-04-23
1000011,14680,2,148.53,2021-06-22
1000022,12805,2,12.79,2020-09-09
1007742,222940,2,18.95,2021-07-31
4000007,16840,1,15.44,2020-09-14
1004204,2158,1,8.29,2021-04-11
1007744,116532,1,15.20,2021-05-01
1007365,15924,41,9.01,2021-06-01
1007742,4567,1,23.30,2020-12-20
1006747,18809,6,1413.23,2020-03-25
1000020,4918,30,21.98,2021-06-11
1000025,5036,31,22.37,2020-04-29
1000017,4470,2,35.77,2021-06-25
1003380,114930,1,7.33,2020-03-02
1000017,49819,1,15.23,2021-01-08
1000017,116790,1,125.20,2020-10-18
1007743,7475,10,19.85,2020-02-28
1003380,1954,2,84.96,2020-06-23
1007752,13494,1,70.87,2020-04-01
1007741,9790,3,28.80,2021-12-17
1005086,8328,1,85.14,2020-06-16
1000014,2307,1,56.04,2020-12-05
1000017,112909,1,84.24,2020-10-07
1000022,16990,12,15.08,2021-01-16
1004204,12843,1,28.89,2020-04-03
1008483,19923,40,0.63,2020-02-17
1007741,16928,1,15.08,2021-10-06
1007742,172908,2,9.49,2020-08-18
1000020,15148,2,79.49,2020-10-06
1000017,137499,2,27.00,2021-08-01
1000019,206283,-2,108.11,2020-02-20
1000012,6248,1,47.60,2021-02-13
1000023,4359,2,72.43,2022-01-12
1000028,14431,4,93.85,2021-10-02
1000023,8288,3,43.67,2020-08-23
1007741,12817,1,11.95,2020-02-15
1000022,11121,5,8.44,2020-11-26
1005342,14260,6,100.75,2021-04-18
1007744,115119,3,15.74,2021-04-21
1007365,114736,1,37.60,2022-01-22
1007741,4626,3,18.56,2021-02-19
1000019,40708,3,16.61,2021-03-10
1005009,16914,2,17.21,2021-06-22
1000028,6398,4,26.46,2020-06-27
1007742,194887,1,15.98,2021-10-31
1000023,7868,4,73.49,2020-07-27
1000019,4748,1,36.91,2020-03-02
1005342,4239,-2,66.79,2021-11-27
1006747,9714,1,21.47,2020-05-05
1000015,19110,1,70.60,2021-01-27
1006747,12194,3,10.59,2021-01-01
1000012,9496,2,61.53,2020-02-24
1003380,16899,3,20.57,2021-11-17
1007365,16914,16,17.21,2020-10-11
1000022,5815,2,7.45,2021-06-09
1003972,115103,1,38.50,2021-12-29
1000022,4621,2,22.25,2020-08-05
1000017,5935,2,333.70,2021-07-09
1000015,111035,2,195.44,2021-11-27
1007744,6772,4,73.49,2021-02-09
1000017,17104,1,13.45,2020-07-11
1000023,112922,10,11.74,2021-08-23
4000007,6449,40,9.04,2020-06-24
1004204,177194,1,12.43,2021-04-15
1006747,12463,7,31.87,2020-11-14
1000011,1208,2,20.30,2020-12-09
1007754,13920,2,73.64,2020-03-30
1000014,147436,1,29.25,2020-07-23
1000028,40849,3,12.79,2021-06-28
1003380,12829,3,23.15,2021-10-01
1000015,12178,2,8.23,2020-04-18
1007742,10932,2,35.32,2020-12-27
1000019,210660,1,125.71,2020-06-16
1000025,219675,2,21.29,2021-07-24
1005009,17004,-1,17.42,2021-01-20
1000020,1749,3,20.87,2021-10-26
1000011,194877,3,18.89,2020-08-23
1000022,2934,4,26.31,2020-02-09
1000017,195595,1,30.39,2020-04-14
1000025,19550,40,1.62,2020-10-06
1004204,4661,3,13.42,2020-09-07
1007743,3745,6,12.28,2020-02-14
1000017,105320,3,13.21,2021-08-25
1003380,115519,1,27.66,2021-10-25
1000011,191710,1,53.46,2022-01-22
1000022,40648,1,28.59,2020-10-14
1000028,13511,2,264.15,2021-12-08
1007741,13350,1,210.79,2021-01-07
1000028,8113,19,51.26,2021-11-15
1007365,112892,3,27.75,2020-05-12
1000021,13160,4,10.00,2022-01-09
1000015,13496,2,88.65,2020-02-26
1000017,110944,1,99.85,2021-10-28
1004204,4523,11,46.07,2022-01-14
1006747,112856,5,33.21,2021-04-26
1004204,13591,1,128.17,2020-11-30
1000028,110237,1,821.41,2020-10-12
1005009,3592,1,10.54,2020-09-02
1007752,16872,1,116.04,2021-05-31
1000024,114971,1,7.75,2021-07-03
1000020,8929,1,24.14,2020-12-05
1005342,10452,1,17553.10,2020-05-28
1000028,113034,3,16.19,2020-01-30
1000025,40429,6,11.80,2020-02-11
1005009,19668,50,17.84,2020-09-18
1000019,2027,6,37.69,2020-05-04
1000028,12826,6,20.27,2020-07-15
1007742,220472,1,213.16,2021-09-23
1000012,114379,1,156.79,2021-08-04
1007744,9643,4,87.27,2020-03-02
1003377,2917,1,337.37,2020-03-15
1000028,116679,2,207.15,2021-10-21
1000022,12167,4,19.64,2021-12-17
1000023,13507,1,101.08,2021-02-07
4000007,12716,1,28.05,2021-02-02
1000014,16846,1,12.22,2020-02-02
1005342,16977,5,11.80,2020-02-23
1000028,71132,4,66.94,2020-10-06
1007744,8974,4,34.81,2020-09-03
1007754,19306,1,21.02,2021-08-31
1000025,6235,15,27.57,2021-04-05
1000025,114884,8,9.34,2020-08-06
1001568,13071,1,16.88,2020-10-04
1007365,19668,10,17.84,2021-09-27
1000022,9252,3,45.89,2021-01-19
1000028,12396,5,39.73,2021-02-17
1003972,40946,2,24.05,2020-08-02
1000028,5477,1,171.03,2020-10-31
1005342,6251,1,79.40,2020-10-28
1007741,4695,1,57.24,2020-07-06
1007741,3069,18,18.56,2021-03-30
1005009,5811,18,7.60,2020-03-22
1007744,12214,7,13.43,2020-08-26
1000022,12242,1,173.85,2021-11-07
1000019,4308,1,23.66,2020-10-15
1007742,117035,3,42.61,2020-12-11
1007744,13136,11,36.85,2021-09-19
1000015,17162,2,13.39,2021-05-30
1000028,4465,-2,39.25,2021-09-18
1007751,16897,2,21.17,2018-04-15
1000022,16842,2,18.59,2021-04-06
1006747,8872,6,13.00,2020-03-20
1008483,17046,4,12.64,2020-06-14
1004204,195620,13,25.17,2021-08-21
1000023,219740,2,28.38,2021-10-07
1000022,116735,2,181.00,2021-12-06
1000028,19891,1,153.31,2021-05-25
1000017,13711,1,43.39,2020-11-20
1000023,19670,40,10.39,2021-03-23
1005009,12447,1,19.10,2021-11-17
1000022,7639,10,19.70,2020-07-29
1000028,15925,19,7.45,2021-09-19
1007744,2291,1,94.63,2021-04-24
1000024,118695,1,73.55,2021-06-19
1007752,16953,1,16.85,2020-08-10
1000019,4299,2,51.83,2020-03-07
1007365,6352,2,20.87,2021-04-09
1008483,13173,4,9.22,2021-08-04
1000012,112912,2,117.33,2020-11-20
1000015,19849,50,3.45,2021-03-26
1000017,3479,1,17.66,2020-03-21
1008483,19821,4,68.11,2021-05-23
1007752,12782,2,103.04,2020-08-17
1000025,40927,2,19.16,2020-03-03
1007743,21309,4,11.59,2021-11-27
1000017,16142,3,17.66,2021-11-09
1000025,40454,45,16.19,2022-01-03
1008483,112923,12,29.85,2021-11-27
1001568,9495,1,68.44,2020-11-01
1007744,6794,2,76.73,2021-10-29
1008483,1413,18,8.29,2021-01-29
1004204,9747,11,34.18,2020-10-02
1000022,211162,12,12.73,2021-10-13
1007744,112866,1,14.69,2021-05-10
1006747,13525,5,126.70,2020-12-18
1005009,13124,2,18.41,2020-10-06
1000014,13254,12,10.80,2020-04-12
1007744,5217,1,23.30,2021-03-10
1000024,114487,2,49.40,2022-01-20
1000017,15834,1,27.51,2021-07-17
1000025,9584,4,54.54,2021-04-01
1000014,1302,2,60.69,2020-07-12
1003380,1253,3,36.04,2021-10-28
1000017,116683,1,128.65,2020-08-03
1007752,16864,2,21.44,2021-08-04
1000025,71542,2,25.20,2021-08-12
1006747,8498,5,69.31,2020-02-26
1000014,13520,1,192.59,2020-02-12
1000022,211113,40,17.06,2021-09-24
1000023,10907,2,8.47,2021-10-19
1007744,3774,3,8.83,2020-04-07
1000017,1289,4,28.08,2021-03-10
1000014,112946,2,15.02,2021-09-18
1006747,20997,1,23.48,2021-03-18
1000025,6178,10,41.62,2021-02-10
1004204,12811,3,16.87,2021-09-29
1000022,13062,6,23.81,2021-07-20
1007744,14284,2,92.23,2021-09-30
1000022,210963,1,29.43,2021-12-26
4000007,9485,2,48.83,2020-12-03
1000024,1411,7,18.17,2021-05-29
1000012,14006,2,114.24,2021-07-23
1007742,4305,1,34.45,2020-12-30
1006747,8831,6,21.68,2021-09-02
1000022,11004,1,34.48,2020-08-10
1000015,15893,2,11.26,2020-11-08
1003972,6215,1,104.12,2021-05-31
1006747,12368,15,36.69,2021-03-28
1000028,11751,-2,94.09,2020-11-23
1003972,116936,9,4.77,2020-04-29
1007365,13124,5,18.41,2020-02-16
1000028,16941,2,62.88,2021-03-13
1006747,211249,1,11.62,2020-10-22
1000019,7029,10,71.47,2021-12-15
1007754,7465,210,0.81,2020-09-21
1000014,10788,1,15.74,2021-12-27
1004204,10875,1,42.01,2020-04-15
1000025,12877,8,18.17,2020-09-25
1007742,6256,2,39.16,2021-06-09
1006747,12882,16,9.85,2020-10-02
1007741,13458,10,156.22,2020-02-16
1000015,73556,5,28.68,2020-02-20
1000015,9368,3,126.19,2020-06-28
1000019,14889,2,134.18,2021-03-24
1006747,7640,5,20.09,2021-12-24
1007741,18765,27,42.28,2021-05-12
1000011,7708,3,164.54,2020-09-02
1005342,7359,-2,25.62,2020-10-25
1000017,17069,5,11.59,2021-05-03
1000028,11809,1,184.36,2020-05-05
1007744,5293,1,84.51,2020-02-19
1004204,5786,10,47.60,2021-10-20
1003972,147448,1,73.46,2021-08-11
1000017,5037,3,22.76,2021-02-19
1000017,13243,2,7.15,2021-01-02
1007744,4736,1,30.03,2020-04-25
1007945,110434,1,278.24,2021-10-06
1003972,147365,2,62.04,2021-12-07
1000024,9413,2,131.96,2022-01-16
1000015,10819,11,37.72,2020-02-26
1000023,2231,1,12.94,2021-08-06
4000007,12639,1,35.83,2021-10-11
1006747,8353,1,60.12,2020-03-07
1000017,5909,6,17.18,2020-10-10
1001568,4921,4,24.08,2021-11-04
1007754,4773,0,41.68,2021-04-27
1000011,10682,2,26.85,2020-03-30
1000028,8422,1,38.05,2020-04-17
1000025,203282,-1,180.19,2021-01-16
1000019,8435,1,69.04,2020-06-03
1005342,13657,-1,83.43,2020-08-02
1007741,19520,1,261.72,2020-07-02
1000015,17164,3,25.62,2020-02-18
1007754,13315,1,111.53,2021-09-17
1000015,20974,3,15.38,2021-09-29
1005342,19383,8,69.07,2020-02-19
1003380,111013,1,184.99,2020-06-23
1000025,112221,12,25.35,2020-08-08
1000028,206009,-1,90.09,2021-05-16
1000015,17226,2,16.70,2021-05-19
1000019,8772,6,39.58,2021-08-07
1000023,2524,2,23.03,2020-03-07
1003380,4693,1,43.82,2021-08-18
1000028,1731,60,5.20,2021-09-11
4000007,7616,10,11.17,2020-11-12
1007365,17073,-1,42.46,2021-10-25
1000019,16798,8,15.44,2020-09-11
1003380,13102,2,12.28,2021-10-30
1000022,210525,2,226.28,2020-09-22
1004204,6438,4,9.04,2021-03-27
1000019,45303,2,10.69,2020-11-12
1000028,19603,2,19.22,2021-07-30
1000022,2441,5,131.09,2020-12-25
1007752,9491,1,41.26,2021-11-10
1007742,12741,4,25.28,2020-05-15
1000011,7070,1,56.49,2021-04-10
4000007,112959,1,42.04,2020-04-30
1007744,195538,6,146.43,2020-11-14
1001568,111017,1,321.78,2020-05-12
1007741,137891,2,26.28,2020-03-20
1000015,13279,1,81.44,2022-01-17
1000023,112865,1,18.08,2020-09-29
1000025,19812,2,59.07,2020-08-19
1000012,7464,169,3.39,2020-04-28
1000028,2204,4,13.44,2021-09-30
1007742,7456,40,3.06,2020-08-03
1005086,13550,0,83.82,2020-07-06
1000012,14534,-2,161.57,2021-12-28
1000028,114384,5,252.05,2020-06-11
1000020,7457,60,0.48,2021-06-22
1007741,206190,0,108.11,2021-11-02
1000025,12904,1,9.79,2021-07-04
1007742,30451,3,16.19,2020-10-27
1000014,14531,2,220.67,2020-08-13
4000007,10225,1,7.36,2020-10-30
1000012,8074,1,41.38,2021-07-20
1000015,10791,8,8.14,2021-06-07
1007365,113717,3,47.84,2020-08-29
1000023,9386,2,119.25,2021-07-12
1000014,14628,2,119.46,2020-11-06
1000028,4117,1,32.67,2020-11-20
1000028,15826,1,101.14,2020-09-09
1007741,195600,1,20.66,2021-02-05
1000011,19835,10,1.02,2021-09-23
1007744,111093,1,10.69,2021-02-22
1005342,19205,2,1756.10,2020-03-05
1000011,14533,2,96.46,2021-01-05
1000014,12247,2,24.03,2020-11-22
4000007,12658,1,16.25,2020-04-12
1000014,9358,2,79.10,2021-05-08
1001568,10567,1,24.39,2021-07-01
1000019,19640,6,10.00,2021-10-09
1000023,211137,2,7.00,2020-11-01
1000025,12841,1,27.60,2021-07-05
1000019,17925,21,30.87,2020-12-21
1007754,13233,16,17.39,2020-03-10
1000019,1219,1,34.45,2020-06-07
1007741,1749,4,20.87,2020-04-23
1000024,7444,2,25.44,2020-12-23
1007744,13367,1,217.66,2020-02-22
1003380,8878,2,35.17,2020-02-23
1000014,16776,6,17.66,2020-04-17
1000011,2388,1,183.13,2020-10-16
1000019,12263,2,139.37,2020-04-07
1007752,12567,2,17.83,2020-07-04
1008483,12634,1,21.50,2020-06-24
1000011,17007,3,133.07,2020-02-05
1006747,17044,1,16.01,2021-10-27
1000025,110115,1,190.67,2020-01-30
1005342,15534,2,70.03,2020-08-27
1000024,3678,4,50.03,2020-08-07
1006747,206240,0,108.11,2020-07-29
1000023,5040,10,20.63,2021-01-04
1000011,112937,10,28.13,2020-02-08
1000019,40893,8,12.79,2022-01-12
1000017,9104,5,24.63,2021-07-16
1007365,12248,1,24.60,2020-04-23
1003972,1921,-1,381.96,2021-05-23
1003972,147215,1,108.11,2021-09-28
1003380,3914,1,27.03,2020-09-08
1000015,4425,4,60.39,2021-10-24
1007741,19223,1,270.28,2020-10-03
1000025,45394,2,25.08,2020-01-26
1000023,6448,4,16.01,2020-03-06
1004204,19815,2,150.58,2020-05-20
1000025,16110,1,13.48,2020-06-13
1000022,116279,20,1.32,2020-10-06
1001568,2808,1,27.90,2021-05-03
1000022,17237,2,11.86,2020-09-28
1004204,6052,6,41.62,2020-12-11
1003972,17150,1,13.36,2021-01-09
1007754,11805,1,104.12,2020-12-25
1000025,12563,1,15.08,2020-01-26
1000015,13890,2,197.27,2020-06-15
1007741,173704,6,7.18,2020-06-03
1000022,12731,2,12.07,2020-02-18
1000015,16911,6,50.00,2021-12-27
1000028,7976,5,67.30,2020-04-09
1003380,20975,2,20.99,2020-12-21
1000012,4158,1,36.58,2020-07-24
1000011,13506,29,103.67,2021-10-03
1000019,16815,2,207.24,2021-09-02
1003972,147278,1,78.29,2021-01-18
1003972,13708,1,34.57,2022-01-11
1005086,30305,1,42.49,2020-04-16
1000028,206264,0,90.09,2021-03-01
1006747,16040,4,16.59,2020-02-20
1000015,19624,2,21.29,2022-01-02
1007365,7620,20,13.27,2021-04-10
1007365,12332,2,120.54,2020-05-16
1004204,6601,18,49.49,2021-07-10
1007741,13594,1,106.52,2020-11-07
1007741,124205,1,24.84,2020-04-12
1000011,6604,3,20.87,2020-06-06
1005009,7620,30,13.27,2021-06-12
1000011,13289,5,169.52,2021-03-27
1000022,9738,4,28.50,2020-06-08
1000025,147456,2,32.37,2020-08-18
1005086,15907,5,7.87,2021-10-08
1004204,4227,1,33.57,2020-08-01
1006747,116941,1,16.97,2020-09-24
1007754,211056,6,22.49,2021-06-23
1000023,211105,2,21.74,2021-11-28
1000019,14081,14,145.20,2020-12-12
1000019,211159,20,15.38,2021-02-17
1000014,6147,5,37.18,2021-03-06
1000024,13058,2,25.05,2021-11-10
1000028,12297,3,9.85,2020-07-14
1000023,114865,2,14.08,2021-08-18
1000014,16845,1,22.61,2020-05-02
1000015,19667,10,18.47,2021-06-06
1000019,71292,1,77.15,2020-09-30
1000022,13097,2,10.21,2021-12-06
1003380,15967,6,17.18,2020-12-23
1000014,13690,1,54.99,2020-06-09
1003972,6348,3,36.46,2021-05-22
1000011,114539,2,36.40,2021-04-30
1003380,4329,2,56.34,2020-05-11
1000022,115899,1,196.88,2020-12-27
1007744,116491,2,16.19,2021-10-07
1000019,205156,-1,54.06,2021-09-02
1000019,8311,7,72.64,2020-08-12
1005342,3848,5,9.22,2020-01-27
1000012,18875,8,62.34,2021-03-28
1000011,3843,3,10.54,2020-10-10
1007741,12254,2,25.08,2021-02-05
1006747,16921,1,17.66,2020-11-07
1003380,222584,1,17.66,2020-04-16
1007741,14689,2,107.06,2021-07-17
1000011,16777,2,29.07,2021-02-21
1000022,112960,5,49.49,2020-07-09
1000017,108841,2,50.99,2020-02-19
1007744,30447,20,13.21,2020-07-01
1000017,112929,3,12.97,2020-06-14
1005342,13162,5,10.21,2021-07-26
1005342,13741,-1,44.69,2021-09-12
1000028,206673,0,90.09,2020-03-17
1003380,10775,3,17.30,2021-07-19
1007743,7580,5,15.23,2021-05-25
1007752,14417,8,67.06,2021-05-22
1001568,13248,2,9.22,2021-07-09
1000022,7859,2,44.27,2020-05-05
1000022,10813,5,51.68,2021-06-13
1007742,7455,20,0.39,2021-12-02
1000023,115791,1,8.17,2020-11-20
1007754,18870,60,9.49,2020-03-09
1007741,220658,1,165.17,2020-09-03
1000028,219640,7,43.63,2021-08-26
1003380,5290,1,80.33,2022-01-18
1008483,18795,4,49.49,2020-03-27
1000022,110205,3,608.28,2021-11-19
1000019,12240,1,127.60,2020-09-06
1000017,4410,2,48.80,2021-11-06
1000017,66689,1,461.31,2021-06-11
1007744,222725,2,11.38,2021-05-06
1000014,110978,7,254.41,2022-01-09
1000012,16139,1,17.57,2021-07-15
1000022,12935,38,16.28,2020-04-20
1000028,195610,11,27.03,2020-09-06
1007742,5966,2,87.90,2020-11-09
1006747,13589,1,74.03,2021-12-02
1000014,15245,2,106.58,2022-01-06
1000025,211131,1,9.46,2021-01-05
1000017,12208,2,11.65,2020-07-15
1007741,12390,1,15.17,2021-12-29
1003972,13239,1,13.84,2020-04-01
1007744,210634,1,300.31,2021-08-05
1000019,73506,2,72.10,2020-02-09
1000024,110201,2,249.47,2020-02-09
4000007,16779,2,33.06,2021-01-19
1000014,194363,1,31.98,2020-01-27
1003380,16823,1,23.09,2020-07-26
1005342,219476,1,727.53,2021-03-13
1000019,13709,1,59.52,2020-03-30
1000022,5748,-1,120.12,2022-01-01
1000015,2146,1,25.26,2021-07-21
1000023,5266,10,25.83,2020-05-08
1000025,10715,1,20.15,2020-06-27
1008483,30248,1,17.30,2020-08-25
1007742,13252,2,8.29,2021-07-06
1006747,14627,4,98.62,2020-11-19
1000012,16688,9,23.81,2021-03-26
1000020,2830,1,39.22,2022-01-24
1003972,147156,1,73.16,2020-09-30
1000022,13227,1,206.43,2021-09-30
1000025,10895,2,38.65,2021-03-31
1003380,219719,7,51.05,2021-07-06
1003972,112885,2,32.85,2020-02-15
1000012,5624,1,149.52,2021-04-22
1000017,17023,2,19.55,2020-07-26
1007744,15828,8,58.11,2020-09-07
1000022,10006,2,137.06,2021-07-19
1000024,20963,3,40.24,2021-11-10
1000011,2047,3,148.53,2021-02-12
1000022,12628,8,14.39,2021-04-06
1007744,1701,14,5.20,2020-07-18
1007741,219658,2,177.96,2021-08-17
1000025,9742,2,26.31,2021-10-03
1008483,12214,2,13.21,2020-10-15
1007744,9391,1,54.87,2021-05-11
1007741,12842,3,28.05,2020-09-02
1004204,5175,2,28.17,2020-07-05
1007752,8867,2,24.14,2021-09-20
1003380,5599,3,13.87,2021-05-25
1004204,15817,1,135.11,2021-08-03
1007741,2302,4,197.88,2020-07-20
1007741,40627,6,12.37,2020-06-28
1000025,1600,13,61.47,2021-11-17
1007741,2220,3,13.36,2020-05-26
1005086,10924,4,14.60,2021-12-21
1005342,5367,10,14.44,2020-09-22
1003380,12238,1,19.67,2020-03-08
1005009,40450,2,20.54,2020-03-31
1000024,14369,2,133.31,2020-11-21
1005009,3764,1,16.10,2021-07-11
1000015,206202,1,72.07,2021-07-11
1000014,6244,5,43.57,2020-11-30
1001568,11032,2,21.50,2020-06-21
1005342,11065,1,23.03,2020-02-16
1000025,9483,1,65.53,2020-03-13
1007741,211074,5,19.37,2020-11-25
1000022,211097,8,36.46,2021-10-13
1006747,13537,5,72.14,2021-09-12
1003380,7366,1,21.20,2020-07-21
1000017,6852,4,27.06,2020-10-11
1005086,53083,1,33.06,2021-12-12
1007365,116483,2,14.17,2021-11-26
1005009,10331,2,80.36,2020-04-08
1000028,210648,2,195.77,2021-02-16
1000015,5224,1,22.55,2021-11-10
4000007,11837,1,74.72,2020-09-01
1005009,19683,260,7.93,2021-06-25
1000028,117569,2,238.48,2020-08-24
1000028,16943,10,52.31,2020-09-16
1007741,5928,1,216.19,2020-12-21
1007365,15842,2,48.05,2020-12-31
1000020,219648,1,26.16,2020-04-17
1000022,4561,0,36.76,2020-03-11
1007365,2203,1,20.15,2020-04-14
1000019,5943,4,131.72,2021-06-25
1000022,8538,1,75.32,2020-03-12
1005342,8240,-1,34.63,2020-10-21
1006747,10864,1,34.78,2021-01-25
1007744,1413,96,8.29,2020-02-06
1000012,2148,1,11.77,2021-07-27
1007365,9762,1,120.84,2021-09-11
1005086,14555,2,99.37,2021-09-02
1004204,9891,1,36.58,2020-02-20
1000012,4295,2,70.30,2020-06-25
1000015,5240,4,60.39,2021-12-15
1000020,9790,1,28.80,2021-06-18
1007744,13173,12,9.22,2020-07-27
1005086,10921,2,9.16,2020-01-27
4000007,12137,1,8.56,2021-08-04
1000019,13153,2,7.66,2021-08-07
1005009,45321,2,19.28,2021-12-19
1000012,12433,4,25.68,2021-10-14
1000028,147529,4,44.84,2021-07-15
1000028,115480,1,83.61,2020-04-29
4000007,17228,2,21.08,2020-05-28
1000019,3548,2,16.97,2020-04-15
1000012,7157,8,8.17,2021-06-27
1000022,110951,1,262.38,2021-02-18
1003380,11115,1,29.46,2021-08-18
1007754,7800,2,69.25,2021-12-03
1000022,206305,4,108.11,2022-01-12
1000017,14713,2,132.20,2020-02-22
1005342,9749,0,157.00,2020-11-01
1000015,12423,3,14.69,2021-01-12
1004204,115478,1,112.89,2020-05-08
1000020,40693,1,10.27,2021-10-09
1000019,10716,1,44.69,2021-08-08
1000011,2247,6,9.93,2021-06-13
1007743,13156,2,10.66,2020-02-24
1000012,6594,1,31.08,2020-10-09
1003380,211114,31,14.23,2020-02-12
1000028,12990,1,16.76,2021-11-03
1000017,211141,1,9.46,2020-10-31
1000011,210645,1,97.87,2020-03-07
1000017,10970,2,37.12,2020-12-30
1000017,17137,4,13.24,2020-10-12
1000022,110938,1,90.18,2021-02-25
1000012,13150,4,7.21,2021-10-14
1007744,7681,10,31.20,2021-03-27
1000025,1418,1,348.84,2021-11-04
1006747,4093,1,21.02,2020-03-04
1000025,1415,83,10.15,2021-12-08
1003972,116343,1,50.99,2020-11-02
1003380,13712,1,60.30,2021-03-27
1000028,5769,1,343.40,2020-10-28
1000011,110189,1,243.79,2020-02-15
1000023,13415,1,72.01,2020-11-22
1000019,9824,10,47.12,2021-12-21
1005086,3634,2,16.04,2021-01-26
1007742,19642,1,19.25,2020-03-22
1007741,13179,11,9.22,2020-06-16
1000017,8554,2,55.65,2020-05-12
1000025,53365,11,19.16,2020-03-15
1000011,194872,7,17.84,2021-12-17
1000015,9666,1,135.38,2020-08-08
1000011,15076,2,122.11,2020-08-20
1007744,223072,1,0.00,2021-03-06
1006747,19591,4,74.33,2021-11-24
1003972,12816,1,11.86,2021-06-30
1000012,13196,4,33.03,2021-07-05
1000020,5213,1,14.44,2021-03-01
1000028,53130,5,20.66,2021-07-26
1007752,17087,4,19.58,2020-03-01
1001568,3857,2,9.22,2020-04-01
1007741,12070,4,23.32,2021-04-11
1007742,8771,4,25.44,2021-03-24
1006747,8520,1,61.11,2021-09-30
1000022,14607,1,149.07,2020-11-29
1000014,40575,1,17.18,2020-05-03
1007365,110116,1,206.16,2021-03-24
1000015,9876,7,43.12,2020-07-05
1000022,19202,1,171.18,2021-11-30
1000022,1234,2,52.61,2021-02-01
1000020,6184,1,64.54,2020-02-21
1000011,8099,2,32.76,2022-01-09
1003380,13405,1,189.92,2021-06-09
1000014,10201,0,19.97,2020-12-10
1000017,14081,2,145.20,2021-07-07
1000012,15139,4,138.08,2021-08-15
1004204,115636,2,40.84,2021-09-12
1007742,2306,1,121.93,2020-12-24
1000012,12639,1,35.83,2020-06-05
1000024,1083,2,30.21,2020-12-14
1000025,1107,1,39.22,2021-01-09
1000024,12831,3,25.08,2020-06-15
1007742,110141,1,157.21,2020-12-29
1008483,13002,1,28.50,2021-03-11
1000022,13187,190,9.22,2021-12-08
1000022,113019,5,43.09,2020-07-14
1000023,194363,2,31.98,2021-09-25
1000028,2727,1,144.18,2020-08-19
1000019,6915,1,32.79,2021-08-20
1000020,211138,4,15.77,2020-04-15
1000022,205740,3,144.15,2021-09-21
1003380,11268,2,104.33,2021-06-03
1001568,30383,1,8.44,2020-08-16
1000011,13920,2,73.64,2020-02-08
1000028,12872,8,16.46,2021-02-10
1006747,13538,1,243.31,2021-07-02
1005086,7641,7,22.04,2021-02-09
1007741,3653,1,13.03,2020-04-23
1007741,15475,3,99.34,2021-05-13
1008483,12903,4,9.73,2020-12-29
1004204,40561,1,31.65,2020-10-11
1000024,13421,3,129.31,2021-07-10
1007742,1153,1,37.21,2020-10-02
1003380,211118,1,16.79,2020-11-10
1000023,2076,1,70.81,2021-02-24
1000022,15837,1,36.91,2021-06-02
1000017,14695,1,148.53,2020-07-31
1000017,16815,1,207.24,2020-03-15
4000007,12422,4,90.93,2021-01-25
1000028,16960,1,28.68,2021-08-25
1000019,2316,1,271.39,2021-04-18
1008483,3579,1,20.75,2021-12-27
1000012,7616,20,11.17,2020-09-04
1000014,5211,2,16.97,2021-11-20
1007741,210713,2,300.31,2021-04-29
1007742,8350,2,41.32,2021-02-17
1004204,173994,4,6.82,2020-12-02
1000028,112999,1,52.97,2020-09-11
1000024,19203,1,574.34,2020-04-12
1000015,112894,1,26.97,2021-02-02
1000017,15338,2,101.83,2020-12-29
1000022,2309,1,167.99,2021-12-09
1005086,19574,2,83.01,2021-01-26
1004204,6251,2,79.40,2021-10-28
1000028,16678,2,2.94,2021-01-12
1000020,206244,-1,108.11,2020-07-09
1007365,114769,85,4.99,2021-02-17
1000025,110195,2,247.40,2020-05-29
1003972,11132,3,20.24,2021-10-20
1000020,13686,1,29.88,2020-09-12
1000012,15620,1,12.28,2022-01-09
1005009,16778,1,24.30,2021-10-02
