tuote,koodi,tuoteryhma
222697,OP9337398SB-,1170
231255,TO989837LS-,1145
222698,OP1174827SB-,1170
222699,OP3055603SB-,1170
222700,OP1539903SB-,1170
222701,OP9962928SB-,1145
222702,OP436324SB-,1170
222703,OP6520773SB-,1170
222704,OP5305754SB-,1170
222705,OP141947WP-,1160
222706,OP7001890WP-,1160
222707,PE7112159AX-,1140
222708,PE2027182AX-,1140
222709,PE1736073AX-,1140
222710,PE7006966AX-,1140
222711,PE3025882AX-,1140
225136,204305741267,22381
224775,C32692031482,2315
222714,PE969900BJ-,1130
225094,MH596007654,2335
202091,226876246960,5265
6718,238498456909,1220
222715,PE1815624BJ-,1130
222718,PE9789643DS-,1145
222722,PE2167212ES-,1140
222723,PE8054869ES-,1140
225096,MH632183566X,2335
225097,MH5792916734,2335
222726,PE6466651LS-,1145
232054,OP8331667BJ-,1130
222728,PE58286LS-,1145
222729,PE7679222SB-,1170
225104,MH6922448994,2335
224643,C22420930444,2315
222733,PE3467411SB-,1170
222734,PE1608061SB-,1170
222735,PE454246SB-,1170
222736,PE5789086SB-,1170
222737,PE3316129SB-,1170
222738,PE5476446SB-,1170
222739,PE7991957SB-,1170
224723,C28587786760,2315
222744,PE6054305TC-,1160
222745,PE8024832TC-,1160
222746,PE5564010TC-,1160
222747,PE4142074TC-,1160
222748,PE4636475WP-,1160
222750,PE1982674WP-,1160
222751,PE3542892WP-,1160
222755,RE2094592AX-,1140
232055,117585414381,2100
222760,RE108069BJ-,1130
222761,RE6750476BJ-,1130
222767,RE6323876ES-,1140
222768,RE2021348ES-,1140
222769,RE8255652ES-,1140
222770,RE671501ES-,1140
225230,C38528798480,2315
222778,RE8768486SB-,1170
222779,RE149417SB-,1170
222781,RE360890WP-,1160
222782,RE6125733WP-,1160
222783,RE5916173WP-,1160
222785,RO7285599ES-,1140
222786,RO9605739ES-,1140
222787,SA2300898BJ-,1130
230902,367208523344,4040
222788,SA564502ES-,1140
222789,SA5340284LS-,1170
222790,SA9117625SB-,1170
231259,SLS371304590,1145
222793,SE5905031SB-,1170
222795,SE8638678TC-,1160
222796,SE1205121TC-,1160
222797,SK8136644BJ-,1130
222798,SK8358976BJ-,1130
222801,SU2609524BJ-,1130
222802,SU3451453BJ-,1130
222803,TA6529693BJ-,1130
222804,TO1220871AX-,1140
222805,TO9363099AX-,1145
222806,TO8747943AX-,1140
222807,TO466102AX-,1140
222808,TO1802482AX-,1140
222809,TO1628766BJ-,1130
222810,TO9664919BJ-,1130
222811,TO8595742BJ-,1130
222812,TO6588867BJ-,1130
222813,TO6084907BJ-,1130
222814,TO9850706BJ-,1130
222815,TO4692630BJ-,1130
222816,TO4671389BJ-,1130
222817,TO1630437BJ-,1130
222818,TO4859126ES-,1140
222819,TO4582106ES-,1140
222820,TO1940320ES-,1140
222821,TO8979192ES-,1140
222822,TO8565339ES-,1140
222824,TO5366474ES-,1140
222825,TO1498704ES-,1140
222826,TO7742759ES-,1140
222827,TO8330843ES-,1140
222829,TO449426LS-,1145
222830,TO1797448LS-,1145
222831,TO1053815LS-,1145
222832,TO7133123LS-,1145
222833,TO3593769LS-,1145
222834,TO1645083LS-,1145
222799,SK6826664BJ-,1130
230903,LP6794624037,4040
231260,273485710738,1145
222838,VO9105912AX-,1140
222840,VO9113437AX-,1140
211076,C26169492466,2315
222842,VO3399496BJ-,1130
222843,VO4345484BJ-,1130
222844,VO6639424BJ-,1130
113250,326107698562,22985
222847,VO261635BJ-,1130
231262,707876753125,1320
222848,VO4723015BJ-,1130
113493,856798644216,23094
222849,VO1451031BJ-,1130
6789,431336738711,1220
113382,DEH146153814,22015
222850,VO5216819BJ-,1130
222851,VO2519115BJ-,1130
222852,VO8434406BJ-,1130
222853,VO390518BJ-,1130
222854,VO9786743BJ-,1130
222855,VO7970512BJ-,1130
222856,VO5959060BJ-,1130
222858,VO6512629DS-,1140
222859,VO2140502DS-,1140
113697,174340641042,22793
113721,31873028102,22998
113433,46I1197793G4,99
220240,184837265061,5150
222860,VO7340020DS-,1140
113566,005248030863,22231
113270,196574945352,22132
113271,4065033522,22641
113272,225893790212,22647
113273,317700878192,22647
113274,600953929923,22001
113275,256695335362,22132
113277,253350922262,22132
117708,18035156010 ,23076
117718,180587527703,23076
117719,180275308003,23076
107,1077787751TS,40003
121,1218877151TS,40003
120,120413748TS,40003
103,1036670139TS,40002
122,1222092261TS,40003
132,1321018987TS,40003
140,1407846373TS,40004
130,1306204893TS,40004
131,1313968567TS,40004
113278,327557528262,22776
104,1049001595TS,40002
105,105262211TS,40002
106,1069876940TS,40003
6897,D66796958428,1220
6899,D70705161210,1220
6900,D70812191711,1220
6901,D76628410040,1220
6906,D77202461704,1220
6909,D80767895407,1220
6910,D80911395608,1220
222861,VO5338674DS-,1140
113279,TUH53604712,22776
6919,D80724718516,1220
6921,D80469252825,1220
6922,D83649133547,1220
113288,253458115442,22985
113289,32629994952,22985
113292,316569100992,22647
113280,SUB860671082,22015
222862,VO5565238DS-,1140
224491,102818123100,22569
222866,VO8410712ES-,1140
222867,VO7237672ES-,1140
222868,VO8876532ES-,1140
222869,VO7383758ES-,1140
222865,VO9726221ES-,1140
113295,232127472562,22647
113315,19J703268OE,23110
113323,AD2199852504,22560
113324,YZ6357299151,22153
113325,YZ8735890151,22153
113517,HYP589258036,22611
113543,333458537328,99
231263,718648594920,1320
126558,IG100214EAR,22551
113571,341276591502,22966
113572,341217830712,22966
113573,341412059922,22966
113574,341504727682,22966
113685,040232094904,22055
126559,IG5925188EAR,22551
126560,IG4276420EAR,22551
113686,040237481620,22824
7372,R33465109611,1220
113687,113593494782,23045
113688,113921661692,23045
113689,127471065542,22540
7436,110108259336,1220
202094,OCT1293003_3,12592
113690,127562290452,22540
113691,127535008162,22540
113692,12958085802,22598
222870,VO9096706ES-,1140
113693,132781140802,22544
113694,173376261342,22544
113699,17541604012,22793
202096,SCA648464465,1160
202098,SCA934207065,1160
230904,MD7280578SB-,1170
7614,B15794756452,5520
7615,B15666653842,5520
7624,B11264808942,5520
113700,175181469622,22793
113701,175307135592,22611
113702,177891815802,22611
113703,191280162532,22793
113704,196836732332,22132
113705,196569174542,22132
113706,200523788352,22540
113707,218426151932,22544
113709,232487393202,22647
113711,254729165072,22647
113712,266654003222,22622
113713,268204704722,22622
1380,1124926211.0,4040
113714,268687245642,22696
113698,174901465552,22647
113732,336113036082,20456
113733,337371717222,20456
113734,365506538452,23045
113735,401984690982,23147
113737,402728596302,23147
113738,4022034812,23147
113739,42082657022,22923
113740,600872804019,22993
113749,MT9072929605,22824
113746,KC5793510103,22883
202101,NI3629277WP-,1160
232057,216748645248,22270
202103,NI9703346WP-,1160
232058,216631240411,1170
7977,994681945060,2360
7992,E20936223440,1220
7994,E12239462131,1220
7998,430529913491,1220
8001,D77222609905,1220
8005,E50884040873,1220
8006,E13242410400,1220
8007,V11149346446,1220
8026,MK0671174233,1530
8069,DF8381468904,4030
8049,TC7774953809,1160
8031,240323915500,4040
8033,515753399337,1130
232059,110484155091,1160
113765,YZ6334140151,22153
113766,YZ7170663151,22153
113767,YZ2941618151,22153
113768,YZ7213052151,22153
113769,YZ6445943152,22153
113771,100670261500,23076
113773,160540080387,22071
113774,180453231500,23076
113775,180395897500,23076
113776,180874538000,23076
113778,180295997100,23076
113779,180727937700,23076
113780,180527529800,23076
113772,110462362500,23076
113781,180423573103,23124
8050,497868946233,1160
115851,30277063512,4070
220241,600676784818,5005
114864,205786820772,4070
114842,214479909292,4070
115165,400949356502,22878
115985,IF1067959354,2320
114832,212275322462,4070
211639,407865952622,23063
114121,177449425182,22622
114122,256860119042,23045
114123,275886019442,22966
114127,315780474612,22598
114128,600914748022,22001
202045,374473642999,4040
211640,MTW390171921,8200
114135,16P2037731LP,22426
115840,310904337932,4070
114142,323284664722,22381
114143,326381840072,22985
114144,319157099862,22381
114145,332389806232,22923
114149,19J9719967OE,23110
114163,P11847611204,22333
114167,SPL689785380,22159
114168,46F8961651SV,22380
114176,V00169125817,22381
231264,718956943927,1320
114187,551532919702,1230
202046,BP5139734802,4040
114199,401688507492,23147
114202,199898727632,22647
114203,327300308782,23045
114204,314384629122,22878
114206,322119081662,22598
114207,354372198772,22322
114208,600693299306,22923
114209,327902009652,22985
114210,331542185732,22878
114211,236417554122,22793
114212,105362035662,22793
114213,163844679091,22025
202104,24118435210C,12592
114205,17194911282,22598
114200,331535810122,22776
114305,159333993072,22647
202781,182526749066,5150
114308,150645334042,22080
114329,909224639319,5255
114861,203576967492,4070
114798,23324720462,4070
8566,DF2670033446,4030
8572,DF5225961606,4030
8564,158897173669,4030
115895,367961655482,22338
113802,FO6141247011,2330
113803,MO7730874429,2330
113804,MO9575088511,2330
113811,TO4715314137,2330
113807,NO2202819249,2330
113809,TA7233491127,2310
113808,TA5300595117,2310
113415,NA154151263,2310
113805,NA9212285289,2310
113810,TA4791548168,2310
8660,DF5464732222,4030
8684,DF8325470441,4030
8688,DF8215721140,4030
140778,BS948708285,4025
202053,911620830672,4025
113671,835577715530,22035
232061,199593187642,2150
113806,NF2495668235,2320
113799,BP4187765902,4040
8663,DF2787973534,4030
8682,DF5680993928,4030
8661,155203849232,4030
114972,310182164002,4070
114919,327614421152,4070
8738,DF5422313986,4030
8751,DF1152335481,4030
8767,DF1509758237,4030
8777,DF8901609192,4030
8823,DF0740731363,4030
8852,DF0431728903,4030
8770,159554235464,4030
8806,196897259660,1140
8866,DF0103284831,4030
8855,DF2691632272,4030
8858,DF0873719757,4030
8861,DF2520748142,4030
8875,DF0647806846,4030
115784,223905185512,4070
202105,MVH983433714,22015
113351,55554833659,5530
113326,588959941027,5530
113801,CY5549408002,2330
8843,153453120920,4030
2153,113674221529,2540
2207,113816480148,2540
232062,19978430715,2100
8877,DF4264115488,4030
8887,DF2283201183,4030
116957,218583033642,4070
8897,DF1663123276,4030
8899,DF4401874873,4030
2261,33408183285,2360
3092,198533226083,1130
113263,875565324070,5170
113264,87531882671,5170
224493,304494753400,22008
113782,180805200807,23089
113695,17340573792,22793
114853,328544083192,4070
202063,TA1233990119,2310
113696,174317411622,22793
223979,TA7286529128,2310
222872,VO2034755ES-,1140
222873,VO4081151ES-,1140
114805,221211978622,4070
222874,VO4849411ES-,1140
222875,VO2443705ES-,1140
114808,222995454712,4070
225149,CP3232655112,3020
113407,192661966352,22933
114920,328810990562,4070
8958,DF0675146910,4030
4819,1248113786.0,4040
115839,314956468482,4070
114370,351601136872,22630
202064,JB8467078911,2200
1679,6906491404.0,4040
8967,DF0229830119,4030
202065,JB8646571212,2200
118557,322763507850,2750
4802,333470860204,2360
8972,DF063568914,4030
8995,246865534402,4040
118558,322447944950,2750
4511,4949435478.0,4040
9033,466738501200,4040
9035,322861411300,4040
9037,170312185904,4040
9038,358913314400,4040
9043,542955617202,4040
9065,034467280500,4040
9070,066748500600,4040
9075,190874286355,1160
9122,077693543540,4040
115823,308924077332,4070
9223,504858133724,4025
9224,505796198584,4025
9225,506484467524,4025
9226,50750368164,4025
9227,506153087564,4025
9228,503200616364,4025
9229,50783459144,4025
9230,511711097424,4025
9239,505975804534,4025
9240,514365980194,4025
9241,515486048864,4025
9242,516212526554,4025
9243,508367083824,4025
9244,500981511904,4025
9245,50196063694,4025
9246,515140306014,4025
9247,515811352324,4025
9248,502444610314,4025
9249,502273287164,4025
9216,195488362864,1140
9299,RC7645319510,2360
9293,151778540622,4040
9294,157968790120,4040
224490,304445803500,22008
9318,500410242984,4025
9319,020339283240,4040
9324,509134070894,4025
9325,504873626034,4025
9326,513931792284,4025
9339,68713969702,4040
9341,500894654264,4025
1366,1585369570.0,4040
9279,196623242375,1140
9278,196942842298,1160
9372,514766299804,4025
9387,507956445924,4025
9422,MK0255909022,1530
9423,MK0530302306,1530
1372,1579734327.1,4040
114856,329527742142,4070
9425,MK0950364570,1530
9427,MK079017912,1530
9428,MK0894788077,1530
9527,498252143556,1145
9377,191221187633,1140
9465,182356690102,4040
9478,425692277522,4040
9672,49827182551,1160
9517,496772685852,1160
9571,692326973800,4040
9578,009909544200,4040
9621,340723457702,4040
4658,0196584581.1,4040
9649,083303345410,4040
9665,282861562600,4040
231420,SBJ592348355,1130
9675,MK1328913349,1530
9676,MK1621871259,1530
9686,260994984100,4040
9735,56445092800,4040
222876,VO5467880ES-,1140
222877,VO1994332ES-,1140
118560,322232254950,2750
115826,314838998872,4070
9773,090298784004,4040
4810,2159343281.3,4040
9764,004724937300,4040
9771,047585084522,4040
9775,127730598302,4040
1222,4283155170.0,4040
2362,D84681338596,1220
2609,3516914723.0,4040
220201,192541755092,5150
220242,600888287663,5005
9806,R20359292330,1220
1138,5221406605.0,4040
1159,3177757968.0,4040
3912,0423866153.1,4040
9837,R32142053056,1220
202074,952606889030,2515
1288,3565917883.0,4040
1106,4873503697.0,4040
18305,AXO1616248NE,8040
3452,248221329002,4040
3471,112864556392,1220
1263,4609991157.0,4040
1313,3812083667.0,4040
2401,E49872624569,1220
211641,946675598075,2590
9934,274887128400,4040
232064,17054481779,2100
1204,3294630150.0,4040
1160,5321169945.0,4040
114807,221893709742,4070
231881,BF4734087085,4050
4152,1807905626.0,4040
211460,343620142184,1140
211458,367343465792,22933
211459,344245227733,1260
211462,345978162683,1160
230905,VO5259206AX-,1140
163686,233362124878,1260
211461,345347447684,1160
115785,321118939242,4070
116785,328440855372,4070
114867,312361313012,4070
114917,327794676402,4070
114835,215142462612,4070
115805,323315591612,4070
222878,VO9032781ES-,1140
114855,331375861502,4070
114985,325173840702,4070
211464,SLS342814655,1145
202080,337854688332,20456
202083,61844418781,2515
115817,305294633382,4070
114822,227604120582,4070
115850,313856219082,4070
115780,230610691392,4070
114811,2237801082,4070
114929,320418165462,4070
114813,227720481832,4070
1362,0967665524.1,4040
114930,320965323772,4070
114865,311280721782,4070
114812,226510734102,4070
114928,320449667242,4070
115351,308177158572,4070
114821,227404371162,4070
114849,200957109582,4070
224498,323483019669,2340
3794,098848264800,4040
202127,AU8963149TC-,1160
202129,518214500171,1160
163709,050698077486,1260
202130,197143996462,1160
202132,AU1020664TC-,1160
202134,518708221470,1160
202136,197910363860,1160
2402,266427325863,1220
2876,2763843327.0,4040
116815,223729215942,4070
2361,V21612874130,1220
202149,179670598610,4030
114482,T164938606VR,5225
115532,ITL796946716,5225
115592,IU2720946224,5225
115361,T167157393PR,5225
115601,T202128142RU,5225
114752,W203530683EX,5225
114668,W224728359ES,5225
115591,X229812454ES,5225
116086,X2493296ES,5225
114681,W168110719ES,5225
115602,M22690795746,5225
115552,IW2150182204,5225
114663,Q20497990PR,5225
115009,Q221406095PR,5225
114657,W224170183FS,5225
115566,PQ293025890R,5225
116041,W241704389FS,5225
115555,IT1282612064,5225
115557,IKH432936416,5225
115558,IKH698162820,5225
114558,U206510637FS,5225
116603,U22699826FS,5225
115513,W148011611LM,5225
114673,K166875740PR,5225
115360,W278418439FS,5225
114754,K208842782PR,5225
115100,SF866436550-,5225
115101,SF614853751-,5225
114659,MA280775130P,5225
114561,T168604225PR,5225
114678,W166661879EX,5225
9998,148494056914,4040
114679,K209034751RU,5225
115383,Q163618968PR,5225
114759,Q209568193PR,5225
114766,K16268390RU,5225
114748,W244373445ES,5225
114685,Q223097698PU,5225
114667,W24119194EP,5225
114751,Q201132105RU,5225
114689,K20559095RU,5225
115936,W145999144FP,5225
114750,K221244852PB,5225
222880,VO3358409ES-,1140
114559,W141160514US,5225
115359,W203712339MU,5225
115935,W207745291PU,5225
114672,Q165251768PR,5225
114789,W9L8326398MU,5225
114706,K202942331PR,5225
115384,SK263650370R,5225
115097,W273786508FS,5225
114555,TR2912354821,5225
115515,M17745669746,5225
114680,K169415929RU,5225
114596,W27460160ES,5225
114761,W208032087ES,5225
115161,W279256906ES,5225
114782,MA146088706P,5225
115551,IW1138831964,5225
116087,W224113728SU,5225
116089,W143821452FR,5225
115098,T144266831PR,5225
114656,W223073737FP,5225
116242,W165318568EP,5225
114738,W229725809EP,5225
10012,295625294504,4040
114664,Q202434376PU,5225
114753,J162622309CR,5225
114755,T22443491EP,5225
114756,K201737172PR,5225
114683,W164822804FS,5225
114686,Q208573541RU,5225
114674,K1695102PR,5225
114688,Q165719887RU,5225
114694,Q169634416RU,5225
115556,IT277732004,5225
115554,IK2566323524,5225
115553,IK1145300564,5225
115559,IK2823537404,5225
114660,T209830497EP,5225
115099,W205881778MP,5225
114690,W208423206FS,5225
114739,W207885872FP,5225
202349,3TG812090811,22551
202350,3TG880151211,22551
202351,3TG191175611,22551
202352,3TG762110011,22551
202353,3TG96022311,22551
202354,3TG27043411,22551
202355,3TG329980311,22551
202356,3TG435726311,22551
202357,3TG505540511,22551
114833,212377132282,4070
114973,325923869122,4070
1105,4812959587.0,4040
1201,326663654.0,4040
2319,MK1769737739,1530
2404,E47639482622,1220
186938,351239909106,2010
231267,VV3496984WP-,1160
2282,62707836137,2360
10037,511364476900,4040
10038,515976438100,4040
10043,548683215802,4040
10044,552685505602,4040
10051,011650077820,4040
10053,025295988920,4040
10056,104690754302,4040
10061,14294010620,4040
10070,173966372200,4040
188383,HS6628310864,2250
10123,116639916300,4040
10134,242185469402,4040
10140,V10726816637,1220
10141,V10714036638,1220
10142,V10230329741,1220
10143,V10773215853,1220
10144,V10797977657,1220
10145,V1031095460,1220
10146,V10611532162,1220
188967,SP0654327963,1320
2399,E45497811183,1220
2959,2416083036.1,4040
1129,5197350186.0,4040
4624,0706438615.0,4040
4837,5653248146.1,4040
190869,T95713416957,2030
190870,T9526965958,2030
1163,5387495972.0,4040
1206,3315734578.0,4040
1220,3352593819.0,4040
202358,3TG967863711,22551
202359,3TG62079541L,22551
114800,234741268362,4070
122469,730848645852,4080
114925,317167628662,4070
9302,AK0737263737,1530
202360,3TG37978671L,22551
202361,3TG5787141L,22551
202362,3TG55704311L,22551
202363,3TG90375511L,22551
202364,3TG99785311L,22551
202365,3TG58556991L,22551
202366,3TG81894391L,22551
202367,3TG63671611L,22551
202368,3TG57649461L,22551
202369,3TG71876751S,22551
202370,3TG21473921S,22551
202371,3TG19631671S,22551
115821,304199857092,4070
2004,MK0260805121,1530
3257,E47186200060,1220
142,1422458923TS,40004
144,1449029800TS,40004
4773,3395156404.0,4040
202194,DEH26901514,22015
202372,3TG203091S,22551
202203,535558401509,20595
202373,3TG99314611S,22551
114827,212427112822,4070
2377,E12184816678,1220
3074,MK038265449,1530
116985,321870082222,4070
1322,3914079644.0,4040
1227,4363433424.0,4040
2412,D66629083737,1220
231269,280148399895,1160
2490,196939533027,1140
12366,116758637917,2540
10177,011841969900,4040
10179,115142078620,4040
10180,121565207500,4040
10182,133829398000,4040
10206,016112892500,4040
115792,323719194362,4070
10208,021959097000,4040
10209,031423844802,4040
10210,074622588000,4040
10211,076233887600,4040
10212,077437976000,4040
10214,085507186900,4040
10216,109196466134,4040
1379,1142786322.0,4040
2331,MK0846067235,1530
2410,E56921580805,1220
122976,302921689557,5005
1292,3615373218.0,4040
202374,3TG94593441S,22551
202375,3TG16235111S,22551
202376,3TG80574331S,22551
202377,3TG95716011S,22551
115153,379446718052,22338
114715,223210540602,4070
2424,K10983815614,1220
7613,B16566456672,5520
202205,109530563842,22993
1298,3677626475.0,4040
2330,530938021734,22598
1299,3689334176.0,4040
1383,0655597033.0,4040
18739,AD 5535657PV,6099
18740,AD 7917176PV,6099
115822,313458306202,4070
222881,VO900711ES-,1140
8880,DF1543030973,4030
114854,330852324512,4070
4076,2138480940.0,4040
4642,0741128546.3,4040
10239,237473902660,1220
123408,251987733S,4050
115800,324812358302,4070
164444,016681724292,1160
10240,237724222678,1220
10241,25430605878,1220
10242,254992689379,1220
10243,265508935624,1220
10244,266556418735,1220
10245,420643722841,1220
164567,032167408477,1320
164650,153120358181,1170
164869,184350575781,1170
164980,218874181450,1170
165022,12425394071,1170
165129,018628138846,1170
165183,121651813724,1170
165188,244675778893,1170
165210,088298812788,2355
231882,BD5382003585,4050
165223,045172613583,2355
165476,088602827141,1420
165480,243125793366,1420
165483,036790564574,1420
165651,215509351584,5005
165859,031875044521,2150
231274,VV4333436WP-,1160
231276,280119738296,1160
165869,021423611316,2130
165870,066978136166,2130
220202,193390504092,5150
222882,VO6470425LS-,1145
182191,651995526663,4040
182199,652502217893,4040
166184,251842861414,2030
166242,09273882421,2030
166259,14798442432,2030
166490,263258040873,5020
166768,197642204254,1170
166832,124392591309,2540
3206,R2519893154,1220
3312,718922216359,1220
3493,0563847165.0,4040
4311,1309741635.0,4040
166899,239827420107,5075
123539,175400716924,4030
231273,707988081269,1320
10280,056573713022,4040
10282,103870792600,4040
10308,504729814302,4040
10333,430208488467,1220
1081,052346652600,4040
1130,5208470205.0,4040
1266,4638289984.0,4040
10334,460492822802,1220
115335,31276721502,4070
115790,322625970482,4070
166914,260322829786,5070
166922,159525396197,1170
166934,119673438939,1170
114801,219455705202,4070
166973,18252824396,5860
4751,3509605671.0,4040
10363,382326343700,4040
115846,314165952692,4070
167155,193225839244,5095
202482,DMA139455101,5015
202475,267521212252,22611
225603,U60452699001,22647
202466,66352331540,22647
202467,663449124841,22647
202468,90825696402,22536
232224,JP3804802120,5255
202477,DMA697984301,5015
202471,DIC231814401,5245
202478,DMA40129701,5015
202465,011842181197,3060
202473,DIC440096001,5245
202474,DIC187600101,5245
202479,FI7086820AX-,1140
116495,TO509278PA-,1120
202480,DMA668184501,5015
202481,DMA821600101,5015
202487,DMA833209101,5015
202484,DMA79450701,5015
115305,226639639762,4070
115352,307154203292,4070
164807,187735909354,1170
164818,184964156297,1170
165161,058948631554,1170
165666,217438920190,5005
166138,115269622659,2030
166355,192701290494,2225
166368,159841910516,3040
166941,193181844141,1170
179743,156219635105,4030
180372,21373593033,4080
180375,216112982963,4080
180599,266213442018,1421
180614,266506071237,1420
179857,158338205883,4030
179870,159815936988,4030
182188,651316377333,4040
180115,178513563693,3060
180119,187429113016,1520
180132,190706266824,1140
180157,191197269969,1140
180211,194549795527,1130
180240,195142371623,1140
113532,647939729002,22215
180345,203185668873,4080
180378,22412104233,4080
180391,233611817481,2030
180393,234375375663,4080
180399,236691146456,2530
180400,236215794558,2530
180411,238501834163,4080
180413,238994235769,2530
180418,239985360262,2530
180420,239920814866,2530
180421,239809176467,2530
231883,28347101809S,4050
180429,243643517650,2530
180438,246499944264,2530
180440,246122934766,2530
180447,248956249279,2530
180454,24897703998,2530
180475,255708050033,4080
180479,255316618337,4030
180487,255204103161,4030
180534,261409081619,1420
180544,263759963703,1420
180551,263348664518,1420
180574,265462310362,1420
180577,265346796180,1420
180984,337699615838,1170
181056,338784552747,1170
181167,346720660450,1170
181187,348195286954,1170
181202,361278481211,1170
181244,368485221320,1170
181267,368381629066,1170
181276,368285867283,1170
181297,369391202024,1170
181302,369487597138,1170
181340,380310929723,4035
181341,380386356253,4035
181353,385442901723,4035
181434,455619029143,4030
10381,34852966724,1220
10382,349843927444,1220
181435,455889163944,4030
10385,718267840420,1220
181440,455586111154,4030
181451,490631628640,1140
181481,49193315126,1140
181490,491848232939,1130
181516,492964011660,1160
181517,492340418061,1160
181547,49573952041,1160
181582,496275253953,1140
181586,496223220158,1140
181587,496849232660,1140
181671,498825854495,1145
181719,515334186035,1130
181720,515135742236,1130
181732,515947243691,1160
181734,516809894517,1160
181750,517482566519,1140
181753,517124696322,1140
181770,518552094241,1140
181771,518950184547,1130
181779,518158846682,1130
181792,561205417643,4530
181871,593571695904,1120
181892,595935672201,1145
10418,237143114871,1220
10419,238552367176,1220
10420,263924304939,1220
10421,420536954222,1220
181902,595635986028,1140
181917,595737436498,1130
181918,595517897099,1130
181927,596887722808,1160
181928,596901269209,1160
181954,59666944468,1160
181978,598466170132,1130
181979,59899672733,1145
181980,598703176234,1145
181990,598989664872,1140
182417,80517130162,5245
182429,807296242551,5245
8760,157968859152,4030
179928,163435372505,3120
16330,190317516210,1160
8596,194473608932,1160
16084,195337409634,1140
9277,195350246451,1130
16371,196595426570,1160
9080,197146695463,1130
2394,D80537868605,1220
16073,198229194722,1140
16306,19850446125,1140
15980,198137858082,1140
16331,199619967784,1160
180355,207276251963,4080
180360,208286128031,1260
180668,268262093133,1420
180676,26861681283,1420
180710,278876733903,4080
180721,289973674703,3060
180734,297887366395,1170
180769,330601645220,1170
180772,330912275824,1170
2457,R66146448353,1220
180789,331265182713,4035
180850,333878520221,1170
180856,333809035633,1170
180873,33472976926,1170
180874,334834327027,1170
180908,335517619290,1170
180917,336370033017,1170
180925,336395828731,1145
180926,336292065434,1145
180939,336427136357,1170
181076,338984482075,1170
181081,338360333581,4330
181147,341699028200,1170
181149,341227593102,1170
182443,809151066511,5245
9473,498526200503,1160
182257,660545635753,4040
16083,195442121820,1140
16820,495189766210,1130
167257,06138887462,22270
167258,089590520772,22270
182247,658384071263,4040
173133,NI5786540993,3120
1822,R32853215542,1220
167262,147879914038,22270
167263,228264715206,22270
16327,199453903085,1160
220208,160972771233,22540
10457,100501895713,1220
10458,100148209126,1220
10459,100802758727,1220
9474,498768190904,1160
10463,110271360684,1220
10465,115525737209,1220
10466,115744631610,1220
192925,001271145302,4070
192926,001366561412,4070
220243,601753720053,5005
1161,5355158674.0,4040
1825,R37510182819,1220
192927,001330445532,4070
232226,284842902103,1170
231279,VV9767897WP-,1160
9335,199102798909,1130
10494,266346203850,1220
4737,6259500901.0,4040
9567,531550901902,4040
192928,001611858952,4070
192929,00123244872,4070
192931,001193577892,4070
1343,414240242.0,4040
1345,4167651447.0,4040
192932,003915349732,4070
1376,11787903.0,4040
192933,003778303592,4070
192935,004846207192,4070
2199,114397485607,2540
2447,E49850127857,1220
192936,0054395232,4070
192937,00553708403X,4070
192938,006465831292,4070
192940,008224403362,4070
192941,008575394772,4070
192942,008825421782,4070
192943,009723916002,4070
192945,009904232922,4070
192946,010169841602,4070
192947,010596976012,4070
192949,010485309872,4070
192950,010194197882,4070
192952,01221176402,4070
1256,4534189349.0,4040
224803,C37225547147,2315
117174,FS38577602,5255
117177,CPS121608213,5255
117180,FS1910723012,5255
117182,HR8698691129,5255
117185,FU1445787722,5255
117186,HR528982829,5255
117190,JP1353368622,5255
117194,ABM883460712,5255
117196,FS2921355602,5255
117209,LR1267063732,5255
117210,JP1343486761,5255
117212,JP1571438714,5255
117213,FS1666502602,5255
117287,CPS389103815,5255
117289,JP1693649319,5255
117292,RB298297692,5255
3078,MK0589041241,1530
3352,0135307993.2,4040
117293,JP3561210022,5255
117302,SBS52214562,5255
231281,318474710245,1160
118017,116689641823,2740
118020,127746334922,2740
167259,026670440315,22270
193030,1052580561A2,20426
193035,109844782427,20426
193038,111679953927,20426
193047,121783139927,20426
193049,12726478827,20426
193051,130243712727,20426
193056,134193410727,20426
193060,142358836927,20426
186045,KO4609033094,2330
186084,MC3700265510,2340
186374,SF8694024996,2320
186428,SO2456964801,2330
186491,STE839755365,1140
231285,VV4587777WP-,1160
10550,06551882220,4040
10552,078297245900,4040
10554,109785153422,4040
8597,193236707741,1140
231282,718227254766,1320
231284,718248144885,1320
182402,801932022702,5245
182407,801985339207,5245
187178,50163909911,2010
115815,30512430772,4070
114841,215993095122,4070
187181,501955211817,2010
187224,51139398917,2010
114717,225973006852,4070
187230,511156593133,2010
114857,205274130322,4070
187248,550793906499,2010
114987,309509009402,4070
115766,237590165752,4070
187250,551719978403,2010
187278,551872999458,2010
187550,701234006005,2010
187574,701208789062,2010
187686,B10121078090,2130
187693,B19858698873,2130
187720,B60702886413,2130
114846,197359951012,4070
187725,B80733430223,2130
115749,193290674242,4070
115789,322704284872,4070
187761,CS2613900892,2255
114904,326334076492,4070
4817,5762477516.0,4040
2347,E7067329756,1220
202493,394813462363,4035
110477,4034689696/2,8040
202489,FD359603BJ-,1130
202490,FD2345253AX-,1140
115781,231575175902,4070
4683,2312548375.0,4040
